"","country","year","expenditure per student"
"801","Saint Lucia",2001,"X"
"802","Saint Martin",2001,"X"
"803","Saint Vincent and the Grenadines",2001,"X"
"804","Samoa",2001,"213.07418000000001"
"805","San Marino",2001,"X"
"806","Sao Tome and Principe",2001,"X"
"807","Saudi Arabia",2001,"X"
"808","Senegal",2001,"X"
"809","Serbia",2001,"X"
"810","Seychelles",2001,"X"
"811","Sierra Leone",2001,"X"
"812","Singapore",2001,"X"
"813","Slovak Republic",2001,"30.630970000000001"
"814","Slovenia",2001,"27.775780000000001"
"815","Solomon Islands",2001,"X"
"816","Somalia",2001,"X"
"817","South Africa",2001,"X"
"818","Spain",2001,"21.4437"
"819","Sri Lanka",2001,"X"
"820","Sudan",2001,"X"
"821","Suriname",2001,"X"
"822","Swaziland",2001,"279.18295000000001"
"823","Sweden",2001,"49.129669999999997"
"824","Switzerland",2001,"55.429009999999998"
"825","Syria",2001,"X"
"826","Tajikistan",2001,"X"
"827","Tanzania",2001,"X"
"828","Thailand",2001,"33.171860000000002"
"829","Timor-Leste",2001,"X"
"830","Togo",2001,"X"
"831","Tonga",2001,"X"
"832","Trinidad and Tobago",2001,"81.125619999999998"
"833","Tunisia",2001,"63.791499999999999"
"834","Turkey",2001,"35.024059999999999"
"835","Turkmenistan",2001,"X"
"836","Turks and Caicos Islands",2001,"X"
"837","Tuvalu",2001,"X"
"838","Uganda",2001,"X"
"839","Ukraine",2001,"37.236020000000003"
"840","United Arab Emirates",2001,"21.699149999999999"
"841","United Kingdom",2001,"22.69473"
"842","United States",2001,"30.95055"
"843","Uruguay",2001,"X"
"844","Uzbekistan",2001,"X"
"845","Vanuatu",2001,"263.02956"
"846","Venezuela",2001,"X"
"847","Vietnam",2001,"X"
"848","Virgin Islands (U.S.)",2001,"X"
"849","West Bank and Gaza",2001,"X"
"850","Yemen, Rep.",2001,"X"
"851","Zambia",2001,"X"
"852","Zimbabwe",2001,"X"
"853","Afghanistan",2002,"X"
"854","Albania",2002,"36.583750000000002"
"855","Algeria",2002,"X"
"856","American Samoa",2002,"X"
"857","Andorra",2002,"35.618600000000001"
"858","Angola",2002,"X"
"859","Antigua and Barbuda",2002,"X"
"860","Argentina",2002,"13.0572"
"861","Armenia",2002,"X"
"862","Aruba",2002,"35.186219999999999"
"863","Australia",2002,"22.59796"
"864","Austria",2002,"46.300600000000003"
"865","Azerbaijan",2002,"12.35162"
"866","Bahamas",2002,"X"
"867","Bahrain",2002,"X"
"868","Bangladesh",2002,"39.82647"
"869","Barbados",2002,"X"
"870","Belarus",2002,"X"
"871","Belgium",2002,"37.264200000000002"
"872","Belize",2002,"X"
"873","Benin",2002,"140.71091999999999"
"874","Bermuda",2002,"X"
"875","Bhutan",2002,"X"
"876","Bolivia",2002,"43.455719999999999"
"877","Bosnia and Herzegovina",2002,"X"
"878","Botswana",2002,"X"
"879","Brazil",2002,"44.608890000000002"
"880","Brunei",2002,"X"
"881","Bulgaria",2002,"18.19652"
"882","Burkina Faso",2002,"X"
"883","Burundi",2002,"621.37194"
"884","Cambodia",2002,"X"
"885","Cameroon",2002,"X"
"886","Canada",2002,"X"
"887","Cape Verde",2002,"347.71834000000001"
"888","Cayman Islands",2002,"X"
"889","Central African Rep.",2002,"X"
"890","Chad",2002,"X"
"891","Channel Islands",2002,"X"
"892","Chile",2002,"17.960100000000001"
"893","China",2002,"X"
"894","Colombia",2002,"23.421900000000001"
"895","Comoros",2002,"X"
"896","Congo, Dem. Rep.",2002,"X"
"897","Congo, Rep.",2002,"220.91426999999999"
"898","Costa Rica",2002,"X"
"899","Cote d'Ivoire",2002,"X"
"900","Croatia",2002,"29.175820000000002"
"901","Cuba",2002,"98.083669999999998"
"902","Cyprus",2002,"44.44746"
"903","Czech Rep.",2002,"31.00637"
"904","Denmark",2002,"73.910439999999994"
"905","Djibouti",2002,"X"
"906","Dominica",2002,"X"
"907","Dominican Rep.",2002,"X"
"908","Ecuador",2002,"X"
"909","Egypt",2002,"X"
"910","El Salvador",2002,"10.93674"
"911","Equatorial Guinea",2002,"X"
"912","Eritrea",2002,"408.79455000000002"
"913","Estonia",2002,"24.137799999999999"
"914","Ethiopia",2002,"X"
"915","Faeroe Islands",2002,"X"
"916","Fiji",2002,"X"
"917","Finland",2002,"37.011420000000001"
"918","France",2002,"30.049610000000001"
"919","French Polynesia",2002,"X"
"920","Gabon",2002,"X"
"921","Gambia",2002,"X"
"922","Georgia",2002,"X"
"923","Germany",2002,"X"
"924","Ghana",2002,"X"
"925","Gibraltar",2002,"X"
"926","Greece",2002,"24.279170000000001"
"927","Greenland",2002,"X"
"928","Grenada",2002,"X"
"929","Guam",2002,"X"
"930","Guatemala",2002,"X"
"931","Guinea",2002,"X"
"932","Guinea-Bissau",2002,"X"
"933","Guyana",2002,"X"
"934","Haiti",2002,"X"
"935","Honduras",2002,"X"
"936","Hong Kong, China",2002,"X"
"937","Hungary",2002,"31.978059999999999"
"938","Iceland",2002,"34.297190000000001"
"939","India",2002,"X"
"940","Indonesia",2002,"X"
"941","Iran",2002,"38.515540000000001"
"942","Iraq",2002,"X"
"943","Ireland",2002,"26.37471"
"944","Isle of Man",2002,"X"
"945","Israel",2002,"25.391749999999998"
"946","Italy",2002,"26.350960000000001"
"947","Jamaica",2002,"59.671619999999997"
"948","Japan",2002,"17.37313"
"949","Jordan",2002,"X"
"950","Kazakhstan",2002,"11.35657"
"951","Kenya",2002,"X"
"952","Kiribati",2002,"X"
"953","Korea, Dem. Rep.",2002,"X"
"954","Korea, Rep.",2002,"4.7990399999999998"
"955","Kosovo",2002,"X"
"956","Kuwait",2002,"119.05512"
"957","Kyrgyzstan",2002,"20.811730000000001"
"958","Laos",2002,"81.874319999999997"
"959","Latvia",2002,"18.739419999999999"
"960","Lebanon",2002,"19.658899999999999"
"961","Lesotho",2002,"X"
"962","Liberia",2002,"X"
"963","Libya",2002,"X"
"964","Liechtenstein",2002,"X"
"965","Lithuania",2002,"32.6997"
"966","Luxembourg",2002,"X"
"967","Macao, China",2002,"26.556529999999999"
"968","Macedonia, FYR",2002,"23.747720000000001"
"969","Madagascar",2002,"X"
"970","Malawi",2002,"X"
"971","Malaysia",2002,"98.868080000000006"
"972","Maldives",2002,"X"
"973","Mali",2002,"X"
"974","Malta",2002,"49.127450000000003"
"975","Marshall Islands",2002,"73.497910000000005"
"976","Mauritania",2002,"X"
"977","Mauritius",2002,"34.45308"
"978","Mayotte",2002,"X"
"979","Mexico",2002,"49.690469999999998"
"980","Micronesia, Fed. Sts.",2002,"X"
"981","Moldova",2002,"X"
"982","Monaco",2002,"X"
"983","Mongolia",2002,"30.362110000000001"
"984","Montenegro",2002,"X"
"985","Morocco",2002,"89.199879999999993"
"986","Mozambique",2002,"X"
"987","Myanmar",2002,"X"
"988","Namibia",2002,"85.033869999999993"
"989","Nepal",2002,"79.446899999999999"
"990","Netherlands",2002,"41.791879999999999"
"991","New Caledonia",2002,"X"
"992","New Zealand",2002,"35.874499999999998"
"993","Nicaragua",2002,"X"
"994","Niger",2002,"X"
"995","Nigeria",2002,"X"
"996","Northern Mariana Islands",2002,"X"
"997","Norway",2002,"47.985529999999997"
"998","Oman",2002,"27.608180000000001"
"999","Pakistan",2002,"X"
"1000","Palau",2002,"X"
"1001","Panama",2002,"32.582340000000002"
"1002","Papua New Guinea",2002,"X"
"1003","Paraguay",2002,"30.312419999999999"
"1004","Peru",2002,"13.879099999999999"
"1005","Philippines",2002,"13.983840000000001"
"1006","Poland",2002,"21.113520000000001"
"1007","Portugal",2002,"24.093430000000001"
"1008","Puerto Rico",2002,"X"
"1009","Qatar",2002,"X"
"1010","Romania",2002,"26.241099999999999"
"1011","Russia",2002,"11.913169999999999"
"1012","Rwanda",2002,"X"
"1013","Saint Kitts and Nevis",2002,"X"
"1014","Saint Lucia",2002,"X"
"1015","Saint Martin",2002,"X"
"1016","Saint Vincent and the Grenadines",2002,"X"
"1017","Samoa",2002,"X"
"1018","San Marino",2002,"X"
"1019","Sao Tome and Principe",2002,"X"
"1020","Saudi Arabia",2002,"X"
"1021","Senegal",2002,"X"
"1022","Serbia",2002,"X"
"1023","Seychelles",2002,"X"
"1024","Sierra Leone",2002,"X"
"1025","Singapore",2002,"X"
"1026","Slovak Republic",2002,"30.681789999999999"
"1027","Slovenia",2002,"25.530639999999998"
"1028","Solomon Islands",2002,"X"
"1029","Somalia",2002,"X"
"1030","South Africa",2002,"X"
"1031","Spain",2002,"21.883209999999998"
"1032","Sri Lanka",2002,"X"
"1033","Sudan",2002,"X"
"1034","Suriname",2002,"X"
"1035","Swaziland",2002,"257.28147000000001"
"1036","Sweden",2002,"48.60407"
"1037","Switzerland",2002,"59.650219999999997"
"1038","Syria",2002,"X"
"1039","Tajikistan",2002,"24.695119999999999"
"1040","Tanzania",2002,"X"
"1041","Thailand",2002,"X"
"1042","Timor-Leste",2002,"X"
"1043","Togo",2002,"X"
"1044","Tonga",2002,"X"
"1045","Trinidad and Tobago",2002,"X"
"1046","Tunisia",2002,"57.068550000000002"
"1047","Turkey",2002,"37.127719999999997"
"1048","Turkmenistan",2002,"X"
"1049","Turks and Caicos Islands",2002,"X"
"1050","Tuvalu",2002,"X"
"1051","Uganda",2002,"X"
"1052","Ukraine",2002,"41.669469999999997"
"1053","United Arab Emirates",2002,"17.672640000000001"
"1054","United Kingdom",2002,"28.16263"
"1055","United States",2002,"25.29195"
"1056","Uruguay",2002,"X"
"1057","Uzbekistan",2002,"X"
"1058","Vanuatu",2002,"X"
"1059","Venezuela",2002,"X"
"1060","Vietnam",2002,"X"
"1061","Virgin Islands (U.S.)",2002,"X"
"1062","West Bank and Gaza",2002,"X"
"1063","Yemen, Rep.",2002,"X"
"1064","Zambia",2002,"X"
"1065","Zimbabwe",2002,"X"
"1066","Afghanistan",2003,"X"
"1067","Albania",2003,"X"
"1068","Algeria",2003,"X"
"1069","American Samoa",2003,"X"
"1070","Andorra",2003,"27.204460000000001"
"1071","Angola",2003,"X"
"1072","Antigua and Barbuda",2003,"X"
"1073","Argentina",2003,"10.347810000000001"
"1074","Armenia",2003,"X"
"1075","Aruba",2003,"X"
"1076","Australia",2003,"22.75422"
"1077","Austria",2003,"45.907859999999999"
"1078","Azerbaijan",2003,"12.46054"
"1079","Bahamas",2003,"X"
"1080","Bahrain",2003,"X"
"1081","Bangladesh",2003,"33.190060000000003"
"1082","Barbados",2003,"X"
"1083","Belarus",2003,"X"
"1084","Belgium",2003,"36.197830000000003"
"1085","Belize",2003,"X"
"1086","Benin",2003,"128.29445999999999"
"1087","Bermuda",2003,"0"
"1088","Bhutan",2003,"X"
"1089","Bolivia",2003,"35.968690000000002"
"1090","Bosnia and Herzegovina",2003,"X"
"1091","Botswana",2003,"X"
"1092","Brazil",2003,"X"
"1093","Brunei",2003,"X"
"1094","Bulgaria",2003,"27.343769999999999"
"1095","Burkina Faso",2003,"X"
"1096","Burundi",2003,"563.77068999999995"
"1097","Cambodia",2003,"X"
"1098","Cameroon",2003,"X"
"1099","Canada",2003,"X"
"1100","Cape Verde",2003,"215.59844000000001"
"1101","Cayman Islands",2003,"X"
"1102","Central African Rep.",2003,"X"
"1103","Chad",2003,"X"
"1104","Channel Islands",2003,"X"
"1105","Chile",2003,"14.996740000000001"
"1106","China",2003,"X"
"1107","Colombia",2003,"X"
"1108","Comoros",2003,"X"
"1109","Congo, Dem. Rep.",2003,"X"
"1110","Congo, Rep.",2003,"X"
"1111","Costa Rica",2003,"X"
"1112","Cote d'Ivoire",2003,"X"
"1113","Croatia",2003,"26.559979999999999"
"1114","Cuba",2003,"93.804050000000004"
"1115","Cyprus",2003,"61.271239999999999"
"1116","Czech Rep.",2003,"33.296509999999998"
"1117","Denmark",2003,"66.727860000000007"
"1118","Djibouti",2003,"X"
"1119","Dominica",2003,"X"
"1120","Dominican Rep.",2003,"X"
"1121","Ecuador",2003,"X"
"1122","Egypt",2003,"X"
"1123","El Salvador",2003,"10.97068"
"1124","Equatorial Guinea",2003,"X"
"1125","Eritrea",2003,"617.32956000000001"
"1126","Estonia",2003,"21.675550000000001"
"1127","Ethiopia",2003,"X"
"1128","Faeroe Islands",2003,"X"
"1129","Fiji",2003,"X"
"1130","Finland",2003,"36.81785"
"1131","France",2003,"35.031440000000003"
"1132","French Polynesia",2003,"X"
"1133","Gabon",2003,"X"
"1134","Gambia",2003,"X"
"1135","Georgia",2003,"X"
"1136","Germany",2003,"X"
"1137","Ghana",2003,"X"
"1138","Gibraltar",2003,"X"
"1139","Greece",2003,"21.806170000000002"
"1140","Greenland",2003,"X"
"1141","Grenada",2003,"X"
"1142","Guam",2003,"X"
"1143","Guatemala",2003,"X"
"1144","Guinea",2003,"X"
"1145","Guinea-Bissau",2003,"X"
"1146","Guyana",2003,"X"
"1147","Haiti",2003,"X"
"1148","Honduras",2003,"X"
"1149","Hong Kong, China",2003,"65.037599999999998"
"1150","Hungary",2003,"31.742730000000002"
"1151","Iceland",2003,"30.430810000000001"
"1152","India",2003,"68.431950000000001"
"1153","Indonesia",2003,"X"
"1154","Iran",2003,"32.274279999999997"
"1155","Iraq",2003,"X"
"1156","Ireland",2003,"23.918980000000001"
"1157","Isle of Man",2003,"X"
"1158","Israel",2003,"27.79721"
"1159","Italy",2003,"23.448730000000001"
"1160","Jamaica",2003,"36.168489999999998"
"1161","Japan",2003,"19.88015"
"1162","Jordan",2003,"X"
"1163","Kazakhstan",2003,"X"
"1164","Kenya",2003,"X"
"1165","Kiribati",2003,"X"
"1166","Korea, Dem. Rep.",2003,"X"
"1167","Korea, Rep.",2003,"8.8208500000000001"
"1168","Kosovo",2003,"X"
"1169","Kuwait",2003,"128.10074"
"1170","Kyrgyzstan",2003,"22.321190000000001"
"1171","Laos",2003,"X"
"1172","Latvia",2003,"14.434329999999999"
"1173","Lebanon",2003,"18.986419999999999"
"1174","Lesotho",2003,"X"
"1175","Liberia",2003,"X"
"1176","Libya",2003,"X"
"1177","Liechtenstein",2003,"24.467929999999999"
"1178","Lithuania",2003,"20.517320000000002"
"1179","Luxembourg",2003,"X"
"1180","Macao, China",2003,"20.87378"
"1181","Macedonia, FYR",2003,"X"
"1182","Madagascar",2003,"141.21405999999999"
"1183","Malawi",2003,"X"
"1184","Malaysia",2003,"90.626720000000006"
"1185","Maldives",2003,"X"
"1186","Mali",2003,"X"
"1187","Malta",2003,"X"
"1188","Marshall Islands",2003,"X"
"1189","Mauritania",2003,"X"
"1190","Mauritius",2003,"47.327129999999997"
"1191","Mayotte",2003,"X"
"1192","Mexico",2003,"41.368949999999998"
"1193","Micronesia, Fed. Sts.",2003,"X"
"1194","Moldova",2003,"X"
"1195","Monaco",2003,"X"
"1196","Mongolia",2003,"X"
"1197","Montenegro",2003,"X"
"1198","Morocco",2003,"79.929249999999996"
"1199","Mozambique",2003,"X"
"1200","Myanmar",2003,"X"
"1201","Namibia",2003,"99.641109999999998"
"1202","Nepal",2003,"65.575019999999995"
"1203","Netherlands",2003,"43.710540000000002"
"1204","New Caledonia",2003,"X"
"1205","New Zealand",2003,"32.90457"
"1206","Nicaragua",2003,"X"
"1207","Niger",2003,"X"
"1208","Nigeria",2003,"X"
"1209","Northern Mariana Islands",2003,"X"
"1210","Norway",2003,"49.247529999999998"
"1211","Oman",2003,"X"
"1212","Pakistan",2003,"X"
"1213","Palau",2003,"X"
"1214","Panama",2003,"X"
"1215","Papua New Guinea",2003,"X"
"1216","Paraguay",2003,"31.631740000000001"
"1217","Peru",2003,"11.944269999999999"
"1218","Philippines",2003,"13.650370000000001"
"1219","Poland",2003,"19.725950000000001"
"1220","Portugal",2003,"25.345289999999999"
"1221","Puerto Rico",2003,"X"
"1222","Qatar",2003,"X"
"1223","Romania",2003,"22.91733"
"1224","Russia",2003,"12.12651"
"1225","Rwanda",2003,"X"
"1226","Saint Kitts and Nevis",2003,"X"
"1227","Saint Lucia",2003,"X"
"1228","Saint Martin",2003,"X"
"1229","Saint Vincent and the Grenadines",2003,"X"
"1230","Samoa",2003,"X"
"1231","San Marino",2003,"X"
"1232","Sao Tome and Principe",2003,"X"
"1233","Saudi Arabia",2003,"X"
"1234","Senegal",2003,"X"
"1235","Serbia",2003,"X"
"1236","Seychelles",2003,"X"
"1237","Sierra Leone",2003,"X"
"1238","Singapore",2003,"X"
"1239","Slovak Republic",2003,"28.760159999999999"
"1240","Slovenia",2003,"25.464500000000001"
"1241","Solomon Islands",2003,"X"
"1242","Somalia",2003,"X"
"1243","South Africa",2003,"X"
"1244","Spain",2003,"22.660060000000001"
"1245","Sri Lanka",2003,"X"
"1246","Sudan",2003,"X"
"1247","Suriname",2003,"X"
"1248","Swaziland",2003,"362.07576999999998"
"1249","Sweden",2003,"44.98509"
"1250","Switzerland",2003,"64.105729999999994"
"1251","Syria",2003,"X"
"1252","Tajikistan",2003,"12.25793"
"1253","Tanzania",2003,"X"
"1254","Thailand",2003,"X"
"1255","Timor-Leste",2003,"X"
"1256","Togo",2003,"X"
"1257","Tonga",2003,"X"
"1258","Trinidad and Tobago",2003,"X"
"1259","Tunisia",2003,"62.166800000000002"
"1260","Turkey",2003,"33.209719999999997"
"1261","Turkmenistan",2003,"X"
"1262","Turks and Caicos Islands",2003,"X"
"1263","Tuvalu",2003,"X"
"1264","Uganda",2003,"X"
"1265","Ukraine",2003,"36.045029999999997"
"1266","United Arab Emirates",2003,"17.326910000000002"
"1267","United Kingdom",2003,"27.253150000000002"
"1268","United States",2003,"26.232330000000001"
"1269","Uruguay",2003,"X"
"1270","Uzbekistan",2003,"X"
"1271","Vanuatu",2003,"X"
"1272","Venezuela",2003,"X"
"1273","Vietnam",2003,"X"
"1274","Virgin Islands (U.S.)",2003,"X"
"1275","West Bank and Gaza",2003,"X"
"1276","Yemen, Rep.",2003,"X"
"1277","Zambia",2003,"X"
"1278","Zimbabwe",2003,"X"
"1279","Afghanistan",2004,"X"
"1280","Albania",2004,"X"
"1281","Algeria",2004,"X"
"1282","American Samoa",2004,"X"
"1283","Andorra",2004,"21.73818"
"1284","Angola",2004,"X"
"1285","Antigua and Barbuda",2004,"X"
"1286","Argentina",2004,"11.77389"
"1287","Armenia",2004,"X"
"1288","Aruba",2004,"X"
"1289","Australia",2004,"23.27805"
"1290","Austria",2004,"49.014600000000002"
"1291","Azerbaijan",2004,"14.966839999999999"
"1292","Bahamas",2004,"X"
"1293","Bahrain",2004,"X"
"1294","Bangladesh",2004,"43.129890000000003"
"1295","Barbados",2004,"X"
"1296","Belarus",2004,"27.297550000000001"
"1297","Belgium",2004,"34.735379999999999"
"1298","Belize",2004,"36.238900000000001"
"1299","Benin",2004,"136.83090000000001"
"1300","Bermuda",2004,"0"
"1301","Bhutan",2004,"X"
"1302","Bolivia",2004,"X"
"1303","Bosnia and Herzegovina",2004,"X"
"1304","Botswana",2004,"X"
"1305","Brazil",2004,"32.614089999999997"
"1306","Brunei",2004,"X"
"1307","Bulgaria",2004,"17.389810000000001"
"1308","Burkina Faso",2004,"X"
"1309","Burundi",2004,"422.69040999999999"
"1310","Cambodia",2004,"X"
"1311","Cameroon",2004,"70.593670000000003"
"1312","Canada",2004,"X"
"1313","Cape Verde",2004,"114.8984"
"1314","Cayman Islands",2004,"X"
"1315","Central African Rep.",2004,"X"
"1316","Chad",2004,"263.30149999999998"
"1317","Channel Islands",2004,"X"
"1318","Chile",2004,"15.409840000000001"
"1319","China",2004,"X"
"1320","Colombia",2004,"20.682539999999999"
"1321","Comoros",2004,"X"
"1322","Congo, Dem. Rep.",2004,"X"
"1323","Congo, Rep.",2004,"X"
"1324","Costa Rica",2004,"35.789209999999997"
"1325","Cote d'Ivoire",2004,"X"
"1326","Croatia",2004,"X"
"1327","Cuba",2004,"63.3628"
"1328","Cyprus",2004,"52.338929999999998"
"1329","Czech Rep.",2004,"30.094650000000001"
"1330","Denmark",2004,"62.54542"
"1331","Djibouti",2004,"X"
"1332","Dominica",2004,"X"
"1333","Dominican Rep.",2004,"X"
"1334","Ecuador",2004,"X"
"1335","Egypt",2004,"X"
"1336","El Salvador",2004,"X"
"1337","Equatorial Guinea",2004,"X"
"1338","Eritrea",2004,"940.49337000000003"
"1339","Estonia",2004,"17.584309999999999"
"1340","Ethiopia",2004,"X"
"1341","Faeroe Islands",2004,"X"
"1342","Fiji",2004,"62.767749999999999"
"1343","Finland",2004,"36.041710000000002"
"1344","France",2004,"35.179490000000001"
"1345","French Polynesia",2004,"X"
"1346","Gabon",2004,"X"
"1347","Gambia",2004,"235.26621"
"1348","Georgia",2004,"X"
"1349","Germany",2004,"X"
"1350","Ghana",2004,"X"
"1351","Gibraltar",2004,"X"
"1352","Greece",2004,"24.839220000000001"
"1353","Greenland",2004,"X"
"1354","Grenada",2004,"X"
"1355","Guam",2004,"X"
"1356","Guatemala",2004,"X"
"1357","Guinea",2004,"294.10586000000001"
"1358","Guinea-Bissau",2004,"X"
"1359","Guyana",2004,"36.76202"
"1360","Haiti",2004,"X"
"1361","Honduras",2004,"X"
"1362","Hong Kong, China",2004,"67.71987"
"1363","Hungary",2004,"24.371510000000001"
"1364","Iceland",2004,"27.5045"
"1365","India",2004,"61.078130000000002"
"1366","Indonesia",2004,"X"
"1367","Iran",2004,"26.545829999999999"
"1368","Iraq",2004,"X"
"1369","Ireland",2004,"23.785419999999998"
"1370","Isle of Man",2004,"X"
"1371","Israel",2004,"23.633610000000001"
"1372","Italy",2004,"22.673870000000001"
"1373","Jamaica",2004,"X"
"1374","Japan",2004,"20.804860000000001"
"1375","Jordan",2004,"X"
"1376","Kazakhstan",2004,"5.9607099999999997"
"1377","Kenya",2004,"273.62702999999999"
"1378","Kiribati",2004,"X"
"1379","Korea, Dem. Rep.",2004,"X"
"1380","Korea, Rep.",2004,"8.4199199999999994"
"1381","Kosovo",2004,"X"
"1382","Kuwait",2004,"111.07691"
"1383","Kyrgyzstan",2004,"22.73254"
"1384","Laos",2004,"X"
"1385","Latvia",2004,"12.35547"
"1386","Lebanon",2004,"16.613389999999999"
"1387","Lesotho",2004,"X"
"1388","Liberia",2004,"X"
"1389","Libya",2004,"X"
"1390","Liechtenstein",2004,"21.827570000000001"
"1391","Lithuania",2004,"19.993670000000002"
"1392","Luxembourg",2004,"X"
"1393","Macao, China",2004,"19.660039999999999"
"1394","Macedonia, FYR",2004,"X"
"1395","Madagascar",2004,"138.60561000000001"
"1396","Malawi",2004,"X"
"1397","Malaysia",2004,"69.351500000000001"
"1398","Maldives",2004,"X"
"1399","Mali",2004,"X"
"1400","Malta",2004,"27.10228"
"1401","Marshall Islands",2004,"X"
"1402","Mauritania",2004,"X"
"1403","Mauritius",2004,"43.380800000000001"
"1404","Mayotte",2004,"X"
"1405","Mexico",2004,"38.329340000000002"
"1406","Micronesia, Fed. Sts.",2004,"X"
"1407","Moldova",2004,"X"
"1408","Monaco",2004,"X"
"1409","Mongolia",2004,"18.43797"
"1410","Montenegro",2004,"X"
"1411","Morocco",2004,"75.349320000000006"
"1412","Mozambique",2004,"X"
"1413","Myanmar",2004,"X"
"1414","Namibia",2004,"X"
"1415","Nepal",2004,"X"
"1416","Netherlands",2004,"43.466760000000001"
"1417","New Caledonia",2004,"X"
"1418","New Zealand",2004,"26.717649999999999"
"1419","Nicaragua",2004,"X"
"1420","Niger",2004,"X"
"1421","Nigeria",2004,"X"
"1422","Northern Mariana Islands",2004,"X"
"1423","Norway",2004,"51.450400000000002"
"1424","Oman",2004,"21.52413"
"1425","Pakistan",2004,"X"
"1426","Palau",2004,"X"
"1427","Panama",2004,"26.59234"
"1428","Papua New Guinea",2004,"X"
"1429","Paraguay",2004,"24.55087"
"1430","Peru",2004,"11.955830000000001"
"1431","Philippines",2004,"12.06573"
"1432","Poland",2004,"21.433209999999999"
"1433","Portugal",2004,"22.613409999999998"
"1434","Puerto Rico",2004,"X"
"1435","Qatar",2004,"X"
"1436","Romania",2004,"22.136749999999999"
"1437","Russia",2004,"10.85492"
"1438","Rwanda",2004,"X"
"1439","Saint Kitts and Nevis",2004,"X"
"1440","Saint Lucia",2004,"0"
"1441","Saint Martin",2004,"X"
"1442","Saint Vincent and the Grenadines",2004,"X"
